fucI	fucR	fucP	fucK	fucO	fucU	fucA	crp	hofM	glpE	hofC	sohB	hofN	yhfA	ilvN	dksA	speC	hofP	azuC	trxA	hofO	ompA	glgC	glpG	mpl	ivbL	sfsA	yeiA	ppdD	ubiG	spf	hofB	glgS	ilvB	glgP	cpdB	agp	cyaA	cstA	cyaR	ykgR	glgA	xseA	yeiT	grpE	ychH	gntP	uxuR	uidB	uxuA	uidA	uxuB	exuR	uxaB	exuT	uxaA	uxaC	uidC	uidR	uhpT	uhpA	lsrF	lsrR	lsrK	lsrB	lsrG	lsrD	lsrA	tam	lsrC	murP	malM	malT	malK	lamB	malG	malS	malE	malF	dgsA	ynfK	ptsH	crr	ptsI	manX	manZ	manY	fruR	nagC	nagD	pgk	gapA	fbaA	epd	nagB	nagE	chbB	chbR	chbC	chbA	chbG	chbF	nanM	nanC	nagA	acnB	acnA	mtlD	mtlR	mtlA	galP	ptsG	aceK	aceB	iclR	aceA	nanR	nanA	nanE	nanT	nanK	yhcH	fimB	cysG	nirC	nirB	nirD	glmU	fruB	pck	fruA	ppsA	pfkA	eno	glmS	fruK	glk	malZ	yahA	pykF	galS	mglB	galR	mglC	mglA	galM	galE	galK	hupB	galT	hupA	pgm	seqA	tyrP	mtr	prpD	prpR	prpC	prpB	prpE	tnaC	rhaB	rhaS	rhaA	rhaD	rhaR	rhaT	entE	araA	agaV	ascF	ascG	ascB	htpG	gntT	icd	aldB	entA	putP	gntX	dsdX	dadA	aroA	ugpC	melB	melR	melA	putA	mhpC	kbaZ	agaR	agaC	agaS	agaD	kbaY	agaI	agaB	glpF	cirA	ugpQ
0.6390404	0.7007411	0.5998491	0.7679492	0.3461731	0.5392367	0.6821510	0.6588222	0.7381715	0.6546562	0.4810826	0.0197063	0.6818989	0.0358866	0.6236115	0.5526126	0.1031732	0.6741279	0.1844200	0.1455341	0.5484914	0.6701612	0.5865631	0.4677282	0.4597315	0.5051061	0.5345087	0.6378912	0.7424696	0.5603315	0.0322545	0.6492523	0.6721354	0.4837816	0.5824005	0.6229608	0.6580273	0.2055138	0.6308137	0.6465684	0.6141202	0.6086329	0.1492063	0.7161295	0.6364241	0.4445361	0.3862249	0.0838076	0.5680956	0.4578934	0.6223642	0.3495023	0.6668253	0.1099060	0.7445611	0.4336963	0.5341276	0.5219057	0.3226490	0.5130074	0.6710297	0.4162183	0.6311080	0.7495942	0.3327698	0.3601970	0.0126005	0.4125588	0.3050498	0.5451881	0.6845009	0.4178570	0.4757295	0.8127665	0.7329591	0.7381961	0.7417457	0.7535300	0.7853760	0.6970414	0.0020231	0.1334658	0.4759939	0.3135659	0.0335955	0.0296423	0.0345586	0.7316300	0.5089315	0.0455298	0.6258025	0.3328237	0.4491689	0.6126688	0.1566371	0.4048338	0.0942617	0.5161742	0.1677545	0.3194003	0.5756895	0.1105296	0.3458363	0.5167238	0.7545975	0.4756683	0.8559943	0.2447707	0.5538100	0.0269226	0.0307682	0.3139752	0.7023927	0.0375888	0.7964462	0.7572025	0.6135543	0.1337922	0.6732936	0.1359854	0.5335510	0.1518938	0.5729484	0.0374055	0.1120227	0.0208870	0.0102781	0.4756735	0.0635098	0.5350090	0.0621979	0.5771036	0.1092274	0.1244943	0.0000131	0.1553207	0.0417292	0.1850462	0.2471741	0.1395498	0.6106046	0.6108600	0.0336466	0.6325174	0.6540624	0.0604384	0.3753303	0.0697488	0.6901163	0.1837700	0.6795882	0.0001193	0.0827454	0.0000378	0.5599965	0.6219533	0.4027217	0.4013533	0.5579946	0.3793479	0.7236960	0.6324124	0.7159593	0.7714645	0.6129253	0.7451607	0.8351910	0.7245639	0.7524259	0.1474947	0.4274968	0.5868541	0.4871409	0.4726235	0.4612767	0.6190272	0.6695308	0.7463288	0.1637437	0.4859393	0.4644302	0.5473821	0.0821512	0.5672056	0.7033448	0.6342472	0.6954640	0.7617438	0.6247254	0.4217763	0.3962834	0.3351329	0.3571635	0.1706880	0.2546717	0.0624051	0.1405939	0.6180359	0.4739753	0.7579986
0.6848358	0.6503432	0.6009869	0.6185383	0.3920230	0.6303197	0.5840195	0.8807464	0.6654010	0.6662491	0.5616865	0.0399371	0.7797007	0.0536632	0.6356379	0.5469660	0.1021373	0.5062157	0.3579328	0.1253529	0.6638222	0.8011385	0.8002752	0.5202781	0.4766654	0.5087152	0.6163749	0.7453116	0.7121641	0.4582613	0.0478606	0.8214970	0.5811122	0.6178509	0.5326375	0.6643486	0.5466516	0.3626017	0.6609326	0.6446246	0.7188885	0.6649770	0.1110154	0.6616270	0.5819347	0.3522075	0.7314290	0.0645241	0.0971202	0.4669558	0.6155317	0.0272973	0.7159986	0.1714289	0.6488844	0.4225162	0.4972044	0.5952205	0.5657005	0.5238410	0.7234841	0.5198874	0.7089369	0.6401920	0.3430561	0.2041768	0.1521313	0.1931575	0.1916157	0.5254659	0.5915109	0.5724677	0.4466904	0.5846791	0.7576656	0.6271336	0.7420307	0.6854297	0.7915477	0.6446089	0.2092785	0.2550403	0.5490077	0.0400893	0.0395563	0.0339994	0.0227818	0.6707694	0.6926203	0.0584051	0.5988327	0.5282415	0.3819297	0.8021111	0.2820156	0.3159806	0.0333096	0.6914031	0.4977980	0.5519715	0.5415323	0.0072698	0.4825945	0.5238782	0.6825745	0.4537750	0.7995654	0.4212365	0.5394987	0.0240965	0.1208737	0.2832303	0.5009111	0.0682167	0.7155217	0.4347830	0.7173017	0.3312487	0.5439143	0.5419185	0.4449093	0.2951908	0.5401335	0.1041013	0.0589545	0.0249355	0.0530092	0.6995628	0.0562236	0.6055081	0.0725295	0.4449060	0.0101595	0.0944536	0.0366482	0.2101556	0.0663861	0.2519078	0.3144938	0.0487024	0.4969469	0.4433054	0.0773215	0.7442406	0.5944686	0.0061476	0.1162011	0.0177274	0.7675824	0.0620277	0.6689141	0.0026874	0.0807047	0.0076202	0.4659852	0.7893041	0.7014309	0.5528826	0.6468213	0.5489294	0.6942707	0.5827569	0.6373463	0.7022263	0.6093420	0.6852474	0.6942293	0.7770164	0.6326896	0.1575207	0.3583190	0.6837647	0.3927716	0.2266037	0.5353923	0.6589802	0.6293525	0.8218590	0.1775974	0.4772643	0.5403593	0.4488774	0.1413658	0.6129618	0.7503510	0.5698855	0.6553185	0.6733722	0.6493551	0.4801327	0.4124216	0.3911890	0.1942048	0.2071416	0.3130804	0.0491606	0.1266841	0.6137366	0.5794483	0.7007830
0.6086055	0.6695604	0.5856025	0.6478271	0.4908390	0.4628771	0.5474973	0.8628204	0.5935635	0.6872268	0.3547950	0.0064682	0.6650624	0.0273681	0.7296688	0.6770903	0.0868524	0.7048618	0.3152524	0.1746629	0.6874924	0.6200069	0.6710366	0.5169094	0.3946834	0.5130414	0.5246491	0.7357076	0.7679920	0.4740914	0.0337834	0.6301343	0.6190438	0.5989691	0.4748203	0.5700356	0.5798817	0.3667365	0.5419707	0.6094291	0.7044858	0.7200987	0.1761617	0.6015314	0.5787112	0.3552877	0.5405263	0.4546043	0.0687646	0.1512002	0.6765899	0.3345846	0.4218465	0.2685502	0.5281933	0.4292594	0.4107573	0.5012378	0.6239276	0.4481048	0.5032711	0.6063466	0.7322147	0.5550968	0.3242786	0.4836022	0.0946821	0.1676050	0.5577088	0.4742811	0.7843844	0.5830475	0.4101468	0.6817250	0.7108990	0.7032096	0.6713606	0.6266713	0.7539861	0.8304680	0.0026035	0.1423566	0.2936523	0.4084571	0.0406263	0.0291222	0.0008323	0.6516982	0.5827302	0.0462600	0.3782107	0.4290379	0.2300249	0.5357899	0.1334846	0.6393853	0.2138555	0.6837475	0.4544083	0.6036485	0.5846715	0.1722156	0.5238503	0.4305553	0.3589608	0.5810860	0.7300152	0.3594871	0.3154503	0.2359699	0.2835717	0.1973347	0.5195009	0.1644670	0.6990810	0.6957777	0.6231883	0.5617542	0.6497362	0.2956347	0.5070073	0.2823262	0.4303188	0.0855431	0.0482854	0.0553854	0.0401369	0.5198590	0.0506426	0.7131630	0.0773679	0.4843950	0.0106449	0.2378158	0.0019076	0.1189691	0.0576081	0.2717783	0.3047086	0.0935242	0.2786761	0.7182009	0.2368205	0.6105990	0.6698267	0.0213722	0.2632870	0.1899817	0.8221204	0.0776003	0.6394472	0.0055426	0.0650718	0.0133393	0.4528719	0.6315304	0.4810384	0.6752515	0.5316334	0.2677928	0.5398121	0.7374343	0.6473914	0.6746847	0.4481938	0.6341868	0.6599174	0.6487917	0.6792591	0.0640093	0.4272605	0.5000786	0.4414631	0.7114259	0.3680106	0.7498025	0.6452047	0.7270603	0.2826405	0.4879952	0.6724299	0.5624926	0.1552565	0.6430833	0.7817021	0.6483366	0.7487494	0.7272766	0.6034713	0.3135596	0.6856695	0.0779277	0.3668948	0.0965607	0.2655156	0.0060065	0.0821422	0.5320844	0.4182538	0.7243038
0.5344224	0.6549099	0.6894644	0.7528796	0.2547850	0.4812861	0.7739306	0.7113470	0.6536698	0.7975615	0.4107334	0.0181155	0.8129481	0.0202826	0.6635168	0.5744626	0.1255720	0.6817083	0.3579590	0.0712568	0.4406565	0.7631658	0.5899727	0.5407312	0.5032890	0.5482369	0.5245446	0.7346532	0.5386651	0.6894718	0.0314542	0.7938357	0.6689879	0.4751023	0.5188092	0.5606949	0.5561687	0.5070331	0.7999486	0.6340843	0.7177403	0.5928311	0.1823394	0.8626393	0.7116318	0.3049166	0.5854570	0.3725176	0.0545833	0.3625742	0.6112210	0.1193856	0.5595753	0.3661039	0.5390466	0.5036893	0.6392707	0.7257987	0.6685028	0.5278513	0.6396583	0.5835254	0.8676496	0.6741786	0.4928298	0.4985996	0.1169830	0.1005783	0.2802723	0.8311114	0.6504868	0.4036277	0.2086319	0.5684392	0.5967509	0.6513123	0.7454197	0.5982565	0.7567219	0.6614850	0.0145091	0.2190688	0.4948658	0.1820406	0.0389343	0.1678081	0.0105211	0.7560213	0.4192264	0.0656228	0.6807024	0.4098146	0.2836651	0.7413312	0.5573967	0.4428949	0.2266812	0.6876174	0.3615546	0.6257913	0.5444242	0.0763937	0.5316651	0.4184552	0.8722875	0.4790120	0.7301055	0.4178586	0.4674916	0.0151253	0.3389661	0.6544756	0.3272889	0.1975787	0.6679806	0.6139603	0.6642278	0.2544390	0.2615521	0.0878191	0.3750448	0.1589541	0.4417571	0.0318420	0.0204738	0.0618520	0.0510746	0.4714530	0.0443185	0.6672072	0.0762041	0.4985697	0.0420008	0.1907069	0.0226580	0.1464311	0.1111845	0.0268772	0.2705338	0.1204477	0.5596429	0.4040603	0.0396758	0.6780319	0.5747799	0.0241927	0.3338958	0.1639666	0.6924349	0.2748803	0.6459088	0.0035486	0.1416218	0.0285177	0.4576027	0.5740124	0.5900579	0.6994342	0.5219235	0.6135229	0.6448803	0.6131972	0.7419398	0.6319702	0.5268944	0.7376612	0.7256023	0.6362847	0.6716336	0.0685282	0.4584089	0.7027742	0.4132018	0.1913751	0.3234849	0.7027421	0.7328642	0.6788497	0.1760661	0.4306361	0.4835493	0.3716007	0.0714806	0.7458282	0.6315581	0.4471216	0.6758097	0.6815101	0.6896560	0.3509589	0.7219601	0.0992603	0.1813375	0.1423023	0.1657387	0.0359939	0.1095955	0.5007133	0.3580176	0.6693069
0.6250554	0.7663707	0.6372351	0.7144258	0.3971505	0.6588140	0.6085222	0.5634821	0.7262898	0.7627049	0.4223540	0.0287715	0.6263103	0.0751891	0.6308313	0.5835176	0.0553677	0.7069774	0.3769709	0.1710979	0.5376669	0.6006135	0.6096292	0.6903949	0.4270748	0.6657537	0.6748956	0.6583737	0.7099460	0.4449498	0.0723691	0.6915282	0.6964367	0.3992273	0.5225743	0.6220859	0.7002887	0.3572203	0.6458923	0.6537989	0.6620223	0.6936402	0.1379428	0.7233345	0.6545343	0.4390041	0.5916385	0.1872155	0.3176461	0.3174574	0.4179159	0.1987951	0.5326345	0.1648237	0.3627460	0.5046181	0.5039929	0.2941617	0.8160642	0.3964648	0.3531579	0.6610281	0.6402902	0.5233264	0.2625746	0.5196646	0.1536129	0.2318321	0.0773170	0.6814421	0.7068647	0.4438520	0.2226443	0.5588790	0.6749003	0.6166802	0.7952724	0.6723464	0.7893370	0.6381490	0.0097895	0.2776791	0.4192454	0.0301571	0.0445232	0.2306775	0.0445233	0.7626016	0.5858023	0.0478978	0.5193117	0.5366557	0.3558905	0.6196270	0.4394423	0.5362909	0.3177701	0.7606483	0.4154615	0.3891948	0.8176385	0.2045654	0.4509703	0.6148961	0.9043699	0.5935949	0.7281770	0.0533655	0.4829801	0.3016045	0.2602976	0.2517713	0.5533395	0.2045758	0.4697457	0.5477103	0.5495756	0.4151993	0.6987744	0.0041285	0.4078569	0.2373762	0.3245612	0.0934743	0.0486633	0.0583003	0.0553267	0.5524149	0.0782444	0.5351215	0.1003360	0.3773946	0.0193866	0.2636189	0.0005969	0.1681972	0.0628149	0.0408962	0.2296095	0.0604540	0.6510444	0.0997698	0.0373159	0.5354294	0.5230198	0.0853776	0.3205121	0.0115420	0.7489438	0.1567290	0.6357991	0.0060326	0.0292319	0.0508762	0.2818641	0.5970859	0.6016116	0.6088639	0.6396636	0.4811784	0.5732888	0.6902421	0.6133550	0.7063947	0.5713066	0.6574526	0.8011913	0.7187137	0.6169462	0.1475119	0.4014549	0.7597330	0.4545816	0.2862650	0.3223662	0.6814747	0.7027203	0.5805249	0.1099812	0.5370881	0.5103372	0.5242087	0.2102718	0.6229931	0.6032697	0.4932947	0.6773620	0.5785292	0.7044850	0.3389133	0.7385131	0.1846637	0.3111333	0.2257769	0.3749580	0.0066236	0.1345361	0.4397864	0.4451881	0.7077754
0.6656998	0.6379866	0.6500290	0.7796703	0.4439184	0.6540515	0.6952528	0.7253637	0.7777785	0.6325157	0.3517401	0.0403286	0.8697157	0.0373759	0.6157540	0.5338168	0.1261720	0.7631152	0.2932999	0.1159551	0.5325540	0.7432054	0.6930652	0.4570179	0.5418575	0.5363227	0.6491017	0.8840312	0.7490784	0.6051416	0.0612967	0.6645303	0.6285023	0.5395322	0.5430431	0.6672302	0.6675095	0.1996607	0.7095026	0.7712377	0.6811293	0.7506337	0.2033336	0.7185909	0.6225993	0.4961532	0.7126008	0.2882958	0.2396521	0.2127578	0.5771854	0.2530594	0.6872022	0.1238964	0.4780446	0.5855312	0.2697239	0.4823412	0.7243410	0.4659280	0.6679441	0.4349715	0.6545321	0.6414569	0.2492518	0.4050520	0.2010167	0.4602169	0.0754119	0.6285652	0.7283658	0.4899634	0.3725079	0.6459719	0.6867137	0.6682833	0.6865552	0.7210602	0.7428121	0.7248062	0.3170602	0.0636337	0.1619004	0.0931048	0.0580866	0.2898068	0.1621956	0.3165090	0.5439015	0.0256816	0.3149910	0.4479337	0.4794035	0.7927564	0.2005373	0.4611914	0.0012267	0.4584063	0.4850915	0.3695160	0.6351114	0.1469371	0.4564657	0.3246560	0.6210800	0.6246296	0.7805080	0.6128829	0.4089783	0.1798827	0.0407253	0.2284935	0.4658919	0.0539331	0.7599432	0.5424969	0.8979750	0.6476983	0.6328133	0.4083217	0.3222442	0.4702165	0.3791121	0.3309397	0.1687119	0.1830694	0.0814862	0.4863591	0.2182353	0.1793933	0.3584921	0.2571011	0.0608073	0.5210789	0.0169550	0.1925953	0.4452005	0.0971443	0.3139013	0.2904732	0.6214267	0.7859093	0.0234478	0.6674975	0.4754024	0.0652269	0.3701909	0.2992260	0.6096979	0.1426578	0.7080977	0.0008499	0.0000242	0.0149305	0.5232646	0.7500970	0.4011317	0.4520609	0.6384400	0.5711532	0.5739614	0.6160852	0.7349444	0.7633153	0.6036103	0.6420128	0.5335148	0.7215977	0.5750729	0.1045690	0.1506751	0.7054150	0.4443269	0.1426018	0.3536395	0.4743091	0.6761797	0.7681388	0.0935307	0.3807468	0.5133649	0.6558497	0.1720684	0.6164753	0.5837176	0.5415500	0.7331537	0.7229744	0.6005602	0.3108720	0.6403927	0.0701933	0.1460531	0.2273594	0.1124681	0.0264346	0.0686731	0.5732610	0.5483298	0.7851389
0.6117294	0.7729255	0.6964320	0.6565340	0.4027360	0.5169530	0.6914535	0.7305272	0.7132801	0.6270904	0.3959663	0.0201674	0.5832550	0.0434271	0.6853199	0.7156891	0.1212339	0.6894488	0.3266894	0.2006248	0.4141729	0.5807880	0.6626721	0.4886266	0.4850315	0.4266376	0.5733626	0.7179397	0.7474664	0.5115191	0.1091265	0.6370151	0.7061550	0.5220084	0.4216167	0.5514027	0.6366627	0.4016545	0.6902629	0.5857494	0.7683332	0.6617492	0.2348244	0.7455356	0.5040280	0.4400763	0.6796497	0.0815012	0.2619540	0.4885802	0.7493692	0.1071879	0.6282911	0.2563082	0.5943174	0.3841336	0.4737057	0.6620603	0.4139888	0.5742230	0.7720722	0.4906533	0.5677597	0.5267591	0.5091229	0.4474103	0.0571317	0.1826579	0.3662192	0.7015489	0.8033481	0.4941530	0.2548503	0.7392865	0.7235301	0.5767495	0.6451909	0.7514213	0.6964572	0.6378169	0.2073047	0.3331732	0.4419331	0.0039927	0.0538199	0.0217600	0.0002545	0.7085428	0.4487761	0.0634493	0.7178059	0.5228614	0.3835170	0.8076131	0.5776293	0.3799398	0.0237530	0.3464524	0.2297009	0.1134766	0.7201814	0.0517234	0.4764103	0.1862243	0.6889383	0.4063954	0.7881440	0.2129675	0.4818370	0.2178758	0.3157536	0.3276814	0.5868820	0.1237292	0.7319792	0.6227079	0.5639506	0.4496192	0.2673277	0.5212357	0.2697228	0.0933662	0.2815752	0.0477782	0.0245172	0.1202818	0.0374654	0.6916837	0.0947376	0.5537109	0.0748830	0.6891564	0.0274767	0.1451645	0.0307007	0.1228019	0.0796174	0.1881970	0.3587901	0.1189818	0.4111152	0.3444537	0.0859178	0.4404638	0.5145472	0.0734268	0.2461420	0.2786701	0.7590998	0.1590184	0.5670497	0.0011776	0.0867351	0.0003290	0.4638476	0.7757842	0.4873896	0.5273501	0.6776883	0.5393137	0.5138237	0.8233682	0.6722701	0.5104334	0.5774387	0.6069031	0.7356563	0.6597103	0.6841248	0.0716571	0.3054246	0.7146409	0.3975060	0.2294853	0.4546489	0.5861596	0.7046911	0.7428192	0.0666815	0.5479632	0.5552254	0.5203204	0.1812058	0.5764844	0.5231934	0.5759218	0.7562903	0.8134610	0.5380665	0.3398869	0.7155830	0.2374905	0.1579388	0.1515408	0.2593299	0.0028916	0.1119216	0.6406382	0.4643798	0.6802369
0.6943932	0.6116182	0.5671131	0.7219815	0.4507732	0.5423462	0.6138603	0.7446842	0.6415689	0.6639859	0.5638206	0.0093876	0.6875067	0.0582051	0.7888031	0.7250695	0.1256384	0.7299154	0.3974964	0.0984729	0.4592438	0.7119185	0.6578339	0.5099851	0.3716748	0.5306923	0.4586337	0.6167026	0.5868719	0.4587561	0.0231090	0.7294348	0.7776876	0.5576449	0.5572501	0.6180127	0.5849788	0.2596315	0.6538296	0.7254820	0.6294969	0.7321324	0.2379432	0.6083236	0.5512599	0.5894657	0.5932760	0.0574783	0.5541748	0.5227669	0.8158861	0.0857214	0.7472338	0.0899257	0.1899330	0.3991149	0.5292040	0.4258068	0.3558737	0.7085788	0.5852624	0.8381391	0.7242544	0.7691450	0.4334831	0.2842930	0.3275997	0.4960385	0.3093245	0.7491845	0.6856891	0.7086569	0.5525019	0.5687926	0.7909612	0.6716078	0.5913894	0.7310665	0.6771503	0.6515458	0.0038724	0.4742783	0.1788075	0.1740967	0.0487406	0.0924823	0.1305942	0.3393640	0.4979891	0.0414792	0.7307325	0.3333130	0.4725886	0.3205491	0.4687223	0.4095957	0.0167369	0.4085648	0.6170588	0.4082869	0.6574352	0.2731516	0.2026991	0.5702163	0.7285751	0.8174157	0.7383598	0.6379798	0.6018501	0.2956020	0.4796658	0.2663285	0.6372882	0.0460324	0.4007390	0.4720040	0.6596207	0.3856658	0.3128808	0.0018675	0.4888211	0.3624886	0.4462472	0.2332806	0.0756965	0.0855463	0.0767697	0.5552507	0.2154135	0.2068693	0.2643985	0.2780784	0.1194009	0.2938085	0.0032718	0.1633406	0.2852808	0.3745476	0.4409631	0.1776139	0.6516832	0.6875135	0.0341538	0.5284829	0.5653484	0.0134550	0.3082304	0.2825143	0.7255202	0.2900990	0.7296229	0.0148320	0.0888516	0.0271838	0.4075700	0.6687132	0.5781478	0.4526256	0.4790404	0.5461935	0.7380016	0.7050600	0.6165903	0.8770386	0.6421944	0.7380036	0.8114854	0.6118302	0.6965168	0.0614136	0.1148073	0.6762364	0.3866282	0.2067195	0.4535113	0.6766386	0.6923016	0.7125444	0.1717508	0.5031393	0.5437715	0.4893252	0.1038750	0.6438949	0.5942420	0.5074436	0.6540759	0.7094229	0.8029777	0.3623072	0.7388976	0.1128932	0.2278156	0.1908529	0.2308958	0.0288413	0.0285752	0.4553297	0.5845550	0.5670802
0.5718164	0.4952415	0.7127285	0.6535500	0.6090231	0.5285212	0.6322134	0.7155220	0.7380184	0.8165879	0.3887610	0.0026826	0.5447452	0.0335074	0.8056010	0.5681092	0.0603056	0.7183670	0.2893513	0.1210189	0.4363383	0.6425174	0.6870540	0.4626561	0.4853688	0.5168746	0.5815293	0.6239960	0.5803237	0.5772826	0.0392578	0.6691721	0.6777299	0.4775229	0.5812324	0.7217350	0.6264725	0.3480762	0.6246595	0.6727251	0.6492491	0.5905366	0.1914248	0.7109895	0.5681127	0.4009336	0.4825028	0.2357859	0.1875980	0.3861705	0.5310863	0.4414440	0.6930542	0.4403980	0.5885824	0.4461924	0.4726359	0.5233569	0.6265154	0.4382132	0.4566267	0.3311683	0.7328179	0.6215095	0.4995449	0.3816407	0.1755513	0.5106927	0.0752878	0.4979134	0.7061126	0.5987010	0.4339202	0.5942595	0.7495101	0.9359363	0.6442787	0.6682204	0.8346087	0.6525315	0.1070283	0.1773084	0.3947494	0.0303081	0.0380745	0.1483665	0.0531163	0.5685639	0.5005670	0.0391567	0.5838051	0.5030638	0.4143021	0.6048776	0.1889826	0.5044352	0.1193640	0.5929512	0.4247230	0.4115627	0.4842639	0.0706417	0.4452666	0.4722446	0.7299485	0.5386404	0.5958728	0.2746752	0.5580795	0.0373839	0.1196581	0.2230354	0.3144079	0.1683294	0.5599168	0.4921888	0.6053116	0.2735244	0.4172684	0.1759727	0.6774330	0.2656180	0.4114672	0.1408206	0.0204980	0.0346983	0.0463964	0.5409987	0.0687251	0.4493557	0.0676766	0.4203749	0.0244908	0.1243528	0.0012350	0.0207416	0.1097425	0.1809119	0.4036279	0.1650895	0.4206085	0.6407552	0.0574271	0.7395345	0.5878857	0.0090127	0.3581171	0.2328522	0.5980574	0.2415155	0.5182273	0.0028518	0.1478181	0.0081728	0.4979969	0.7599797	0.6996575	0.4842795	0.4825918	0.6009677	0.5380702	0.7404915	0.7564195	0.6351494	0.5570616	0.7770473	0.5804279	0.5990546	0.8279077	0.2109294	0.1959722	0.6850738	0.3291363	0.2901003	0.4360932	0.6482622	0.7335429	0.6316351	0.1909493	0.4729008	0.4754311	0.5558948	0.1053820	0.5581327	0.7170171	0.5077741	0.6551272	0.7362872	0.5977611	0.3831323	0.5405084	0.5019058	0.3498966	0.3932711	0.4852763	0.0938934	0.1852340	0.4923458	0.4234494	0.5400268
0.6164051	0.7113064	0.6817380	0.6880829	0.4707664	0.6242099	0.6999058	0.6315416	0.6568510	0.6621745	0.3623104	0.0556461	0.6295327	0.0401964	0.6820595	0.5961647	0.1012909	0.6111661	0.3090742	0.1272884	0.4082860	0.7720814	0.6236402	0.4166421	0.4924146	0.5611327	0.6252599	0.5924694	0.6279479	0.7597325	0.0506973	0.5090972	0.6383925	0.5281623	0.5183014	0.5199464	0.6469626	0.3998009	0.7781470	0.5562485	0.6915509	0.6249162	0.1078657	0.6963864	0.6793356	0.3995794	0.5306204	0.0726223	0.0122482	0.5019056	0.6742645	0.4324080	0.6642845	0.0886662	0.2811904	0.3025729	0.5513875	0.5232331	0.6907491	0.3837182	0.4935133	0.3957212	0.7450388	0.8036960	0.3959488	0.5679130	0.1200186	0.7033810	0.1323534	0.4600365	0.6948075	0.4683162	0.4002079	0.6461099	0.6663315	0.6300415	0.5982523	0.7610767	0.7931339	0.7245230	0.1442802	0.2516993	0.2918346	0.0300477	0.0353987	0.2165897	0.0244733	0.7427169	0.4703970	0.0609310	0.2199381	0.2766863	0.2661548	0.5058986	0.1845939	0.4082231	0.0594793	0.5206043	0.5061481	0.2419284	0.6603547	0.0010493	0.3943953	0.4087698	0.7879756	0.3653712	0.8637938	0.3089654	0.5030992	0.0404265	0.1285604	0.1996188	0.7172905	0.1608271	0.5254832	0.4322604	0.8314727	0.3172799	0.2488209	0.2433968	0.5266987	0.3110478	0.2871543	0.0688728	0.0383551	0.0375630	0.0299320	0.6111351	0.0776166	0.5040872	0.0415800	0.4887462	0.0336146	0.1315964	0.0002292	0.1257463	0.0365840	0.2502887	0.2068295	0.0908305	0.3163865	0.7669674	0.1775722	0.7353115	0.4382987	0.0288371	0.2169740	0.2033556	0.7732901	0.1254818	0.6286562	0.0108602	0.0745375	0.0237817	0.3583269	0.6813916	0.5534248	0.6335685	0.4726812	0.6348580	0.8102308	0.7028695	0.6853213	0.7422821	0.5724718	0.6344119	0.8000301	0.7910323	0.6438978	0.0957518	0.3221650	0.7019417	0.2983118	0.1809789	0.2630963	0.5996171	0.6059982	0.6556343	0.3133102	0.5656671	0.5220618	0.4307034	0.1796778	0.5997921	0.6768894	0.5379680	0.6828885	0.6864628	0.5676543	0.2380965	0.7432671	0.1556028	0.2281197	0.0652235	0.3635050	0.0078861	0.1001488	0.5945193	0.6473884	0.6666191
