rhaD	rhaS	rhaB	rhaA	rhaR	rhaT	arcA	puuR	ydeA	puuD	rpsJ	rpmC	fadJ	fadE	fadR	fadI	fadD	fadA	fadB	fadL	tpx	betB	betI	betA	betT	fabB	icd	hybA	iraM	hybF	ssb	rplC	lldD	lldR	lldP	uvrA	fabA	fabR	rpsS	ybdN	appA	rpsC	rplV	ackA	rplW	hybB	rpsQ	yccB	appY	appB	appC	hyaB	hyaC	hyaE	iscR	hyaF	hyaA	hyaD	narP	napA	narL	napB	napF	napC	napG	napD	modE	napH	ccmH	ccmE	ccmC	ccmG	flhC	ccmB	ccmF	ccmA	flhD	ccmD	nrfF	nrfB	nrfD	nrfE	nrfA	nrfG	nrfC	mdh	glpA	glpB	glpC	hybE	ygbK	flgM	ppdB	flgC	flgF	flgB	gltI	hybC	fliO	fliR	fliJ	ppdA	ycgR	hdfR	recC	flhE	flgH	fliG	flgJ	flgN	fliL	fliT	fliQ	fliS	flhB	fliF	gltK	yhjH	gltL	flhA	fliP	ygdB	flgD	flgI	fliD	fliM	hybD	ppdC	flgA	flgG	fliK	flgE	fliH	fliN	hybG	fliE	hybO	gltJ	fliI	oppD	fdnH	ydhU	cydC	ydhY	oppA	fdnG	cydD	moeB	ydhX	oppB	ydhW	fnr	moeA	ydhT	yecR	fdnI	ydhV	fdhF	ytfE	hcr	hcp	ubiC	ubiA	focA	nuoI	nuoH	norV	nuoC	dmsA	nuoM	dmsC	nuoG	nuoF	nuoJ	nuoA	nuoL	nuoE	nuoB	dmsB	nuoK	nuoN	norW	rplP	rplD	dmsD	ynfH	rplB	dcuS	ynfF	narX	ynfE	dcuC	puuA	ynfG	pflB	fumB	frdA	dcuR	frdC	frdD
0.0685920	0.0217500	0.4107125	0.0776691	0.2104179	0.4084549	0.4075186	0.0004256	0.1223777	0.3069842	0.2498255	0.6347771	0.1351747	0.1824437	0.6474187	0.1410035	0.0012005	0.3679250	0.3913386	0.0717329	0.1819038	0.0763258	0.6665747	0.3354430	0.2355683	0.5863479	0.3490796	0.1308569	0.6907631	0.0131055	0.2595298	0.4013066	0.6233915	0.0321599	0.5378038	0.2847467	0.5903175	0.5071767	0.5000068	0.5468232	0.1463278	0.2932085	0.2130982	0.4621703	0.2449185	0.1857910	0.2076967	0.6764346	0.7726655	0.5526919	0.6066778	0.1511891	0.6169177	0.0853597	0.6613308	0.4772435	0.5117709	0.2556265	0.7334479	0.3858617	0.4847923	0.2603188	0.6052880	0.4690161	0.5485675	0.2885912	0.6861247	0.6626997	0.0018801	0.3413575	0.2920869	0.3435104	0.1829049	0.6201089	0.4967223	0.5244364	0.1303911	0.4031244	0.7259672	0.7078269	0.2499896	0.7856005	0.3433006	0.7343770	0.3966663	0.4042594	0.3314731	0.1579264	0.1769111	0.1517937	0.5163704	0.0106115	0.0000930	0.0039928	0.2505765	0.0123661	0.2787711	0.0280602	0.3519306	0.1670412	0.0751141	0.1775293	0.2197823	0.6882405	0.4290505	0.4317219	0.3690640	0.1608199	0.6593737	0.0440213	0.4016583	0.0283738	0.1897903	0.3064604	0.0471992	0.0188392	0.0765983	0.0129138	0.0023317	0.2769511	0.2587916	0.2205725	0.3435476	0.0655703	0.2081143	0.7670875	0.2782836	0.4047525	0.0659661	0.0008257	0.4938873	0.2851753	0.0527510	0.2638786	0.2192857	0.0938202	0.1038970	0.0007641	0.3003514	0.1359792	0.0876638	0.5703564	0.2279636	0.2791252	0.1031096	0.2409089	0.6228380	0.3903357	0.2702200	0.1974490	0.5839624	0.5713491	0.1576794	0.3140251	0.1428218	0.3463715	0.1905351	0.3506565	0.5679116	0.5410650	0.5093374	0.4249051	0.1611568	0.5987335	0.6280476	0.2589246	0.0062543	0.6334729	0.5360025	0.0304317	0.1321612	0.0237052	0.8181133	0.6317077	0.6047576	0.4826306	0.2102270	0.3151026	0.2541188	0.4515919	0.4961566	0.2421709	0.3564978	0.1329489	0.5974077	0.2563158	0.2509320	0.3729589	0.2521622	0.4944687	0.5692904	0.6797861	0.2329239	0.4848973	0.4979143	0.7123380	0.4798037	0.1899133	0.1702808	0.6663617
0.0000000	0.0004689	0.3334834	0.2251347	0.0000192	0.7069893	0.2015097	0.1412620	0.4548522	0.5525976	0.4928733	0.4585968	0.1723031	0.2857792	0.7719267	0.5085317	0.0417200	0.3905395	0.6899619	0.1606491	0.1827534	0.0033826	0.7468053	0.3509964	0.1894717	0.2178532	0.6105404	0.2535389	0.6069131	0.0259549	0.4427211	0.6037413	0.4690077	0.0512631	0.3412042	0.6179406	0.2552693	0.6381224	0.5840611	0.6303551	0.0338700	0.2258059	0.4249660	0.5284669	0.4998028	0.1439137	0.3785524	0.6387866	0.7700700	0.2931620	0.5517008	0.1379385	0.4108916	0.2321996	0.7393177	0.4120923	0.1148978	0.3277088	0.1835331	0.3175112	0.2881314	0.0768555	0.2536391	0.3224267	0.3603919	0.2839070	0.6903759	0.7732373	0.1709852	0.5725683	0.5364655	0.2907880	0.0943979	0.1982635	0.4414883	0.3843486	0.0490424	0.4077056	0.7184811	0.6911492	0.2462323	0.7906506	0.2961482	0.6576877	0.0671640	0.7196710	0.0026690	0.4509368	0.0670423	0.2381688	0.3494380	0.0055298	0.1640069	0.1469755	0.0313898	0.0008896	0.0713254	0.3304209	0.0032437	0.0003308	0.3839194	0.0158574	0.1034850	0.5893107	0.4703344	0.4003430	0.2978220	0.0004472	0.3109255	0.0014181	0.0647596	0.0091227	0.0773252	0.0990198	0.0003854	0.2503467	0.0085912	0.0020329	0.2515224	0.0280354	0.0004475	0.1877024	0.2982322	0.1014748	0.0005031	0.6123092	0.5170066	0.0405416	0.0411771	0.0001944	0.4724176	0.2924496	0.0022502	0.0977684	0.6938685	0.0027970	0.2549655	0.0004029	0.3754705	0.1661437	0.6506684	0.7017475	0.1409860	0.2354364	0.1757741	0.3905732	0.2881995	0.3305450	0.3061786	0.0471908	0.5687850	0.7965939	0.0015443	0.4517698	0.0664255	0.3405654	0.4390154	0.1453467	0.4371069	0.5734872	0.4039879	0.4307348	0.2750506	0.2516394	0.5413356	0.7243894	0.0205476	0.7213784	0.4519181	0.2011322	0.1017420	0.1559517	0.6811035	0.3182796	0.7765224	0.2903970	0.0353300	0.4909836	0.1905971	0.4493141	0.1080150	0.5058133	0.3823963	0.5251001	0.7506570	0.2234388	0.2592435	0.3844453	0.5163627	0.6236691	0.1651860	0.4394174	0.1366789	0.3253311	0.5571257	0.6141682	0.6333270	0.4909398	0.0234452	0.4232100
0.0198380	0.0037835	0.1045729	0.0001806	0.0018402	0.3490179	0.3920181	0.0296739	0.2301921	0.5874758	0.2489924	0.4948597	0.2044164	0.1837768	0.6881207	0.2503948	0.0031462	0.4842513	0.4038791	0.0894772	0.1953895	0.0688167	0.5048676	0.3524334	0.1458231	0.4621451	0.2271054	0.2530571	0.7151456	0.0040848	0.2453489	0.4659263	0.7401232	0.0000584	0.6659877	0.3281305	0.3328863	0.7027675	0.4023766	0.5211698	0.1142916	0.2538804	0.3917381	0.5749286	0.3888483	0.1220501	0.2048238	0.5982556	0.5928861	0.2896791	0.6503489	0.2258709	0.3179990	0.1016261	0.5408295	0.2817643	0.0911312	0.1831981	0.6486832	0.0021445	0.4682938	0.3682577	0.5426303	0.6613689	0.6195058	0.2068944	0.7765050	0.5964012	0.1674932	0.2619975	0.2458792	0.5370622	0.0392284	0.0579928	0.2755819	0.3607536	0.0098705	0.4518288	0.6349294	0.7291760	0.0563778	0.6821733	0.3169283	0.7779218	0.3959957	0.4756047	0.0003958	0.5497091	0.0010074	0.0328597	0.0005877	0.0007053	0.0006640	0.0000350	0.2785890	0.0022353	0.0999798	0.0192620	0.1291450	0.1195145	0.2852819	0.0953269	0.2390349	0.7281392	0.0004203	0.2394469	0.4093951	0.3941615	0.0000435	0.1189533	0.1446124	0.0002435	0.0013161	0.0000935	0.5278347	0.1974234	0.1238877	0.0004305	0.1964612	0.0030648	0.1478355	0.0002046	0.0859012	0.0454258	0.0933489	0.5152764	0.3445550	0.1062538	0.0011303	0.0000018	0.3456002	0.1189047	0.0304596	0.0134160	0.4796515	0.0200799	0.0978187	0.2687020	0.3966744	0.1299841	0.5616242	0.6856455	0.3473245	0.2316827	0.2745117	0.0349627	0.3850013	0.5471368	0.2970909	0.2107351	0.6020652	0.6493135	0.2449432	0.2345471	0.2056025	0.5317338	0.0924345	0.4352358	0.3676091	0.6270379	0.5615380	0.2801844	0.2075315	0.5500131	0.4197743	0.4620875	0.0086486	0.7561446	0.6245173	0.1361655	0.1138496	0.1288249	0.6114408	0.1714102	0.5828920	0.4921487	0.1892331	0.3639073	0.2310227	0.4719043	0.4368809	0.2815810	0.1790913	0.2282263	0.6151518	0.2808188	0.0662536	0.3146521	0.2547430	0.4646466	0.3068689	0.6507597	0.0714571	0.2090546	0.3993211	0.6282868	0.3272746	0.4684380	0.2216132	0.5061561
0.0003005	0.0002325	0.0000693	0.0594963	0.0000294	0.5745567	0.4302284	0.1060535	0.1420828	0.4626811	0.1995233	0.5541166	0.3059157	0.0681035	0.5131548	0.4037386	0.0440610	0.3095387	0.4639398	0.1195845	0.3518147	0.0629554	0.6422726	0.0835843	0.0934048	0.3762082	0.2083269	0.0745132	0.6670576	0.0007812	0.2182601	0.4116200	0.6576666	0.0000853	0.7561543	0.3174255	0.1426850	0.6503019	0.3809520	0.5640629	0.1205875	0.1027947	0.5172094	0.6405133	0.5880031	0.0312971	0.1729904	0.6271752	0.6043870	0.5509035	0.6379272	0.5413248	0.4421570	0.0269411	0.7338575	0.2841905	0.0520077	0.3337555	0.6957095	0.0345530	0.4728552	0.2427464	0.5340215	0.6187282	0.5016189	0.3210930	0.6164002	0.7255489	0.1106072	0.3089147	0.3879987	0.2985925	0.0676628	0.4949670	0.3898681	0.4584438	0.2016153	0.3577492	0.5947662	0.7049842	0.2828839	0.6336785	0.2088129	0.7639582	0.4026898	0.6222296	0.0911087	0.1740048	0.1356663	0.2604360	0.5812385	0.3146299	0.0012582	0.3129346	0.0252970	0.1022350	0.1240252	0.0256561	0.0247166	0.0207144	0.2851997	0.2593728	0.0258767	0.6975650	0.0003333	0.4712461	0.7821199	0.0628429	0.7046060	0.0361733	0.6322402	0.0381797	0.5471078	0.1668259	0.1943531	0.0002085	0.0199521	0.0980993	0.0056729	0.4228661	0.0380337	0.1690603	0.0007378	0.3483979	0.0531519	0.8021744	0.2872030	0.2518143	0.0347961	0.0035331	0.5757667	0.0799588	0.2851870	0.0706498	0.3007867	0.2829821	0.1880350	0.2202034	0.1444907	0.1032148	0.2399550	0.6945415	0.4172659	0.4555832	0.2195649	0.1320783	0.5467292	0.4350816	0.3972916	0.1501420	0.6824131	0.6514641	0.0315508	0.2276940	0.0112735	0.6979648	0.2761437	0.4238814	0.3869444	0.4730913	0.5524645	0.2804009	0.1848943	0.3389502	0.5888323	0.4478694	0.0089229	0.6288511	0.4992983	0.0170007	0.1107760	0.0895631	0.7231480	0.4849725	0.6776222	0.5224209	0.1595688	0.3295468	0.0714259	0.4580316	0.3840675	0.3722072	0.0674483	0.2681844	0.6300819	0.3297168	0.0183031	0.5124410	0.4393805	0.5736184	0.2635042	0.4849229	0.0474159	0.2945538	0.6151659	0.6722940	0.2599935	0.2264421	0.1371633	0.7664676
0.0102804	0.0666840	0.0051355	0.0090587	0.0020746	0.4954982	0.1934279	0.1059981	0.4081928	0.5542151	0.3045462	0.7134203	0.2063753	0.3146322	0.5603401	0.4355750	0.0024162	0.5093668	0.5786063	0.1009730	0.3117998	0.0008488	0.4254874	0.3916963	0.3154743	0.1579389	0.2513594	0.4936875	0.5934620	0.1250300	0.3899453	0.5533019	0.7399342	0.0001794	0.8368559	0.4443238	0.1575090	0.6159589	0.5935110	0.6416384	0.3951316	0.2453136	0.5114577	0.2708778	0.2864309	0.3978416	0.2910416	0.5997778	0.7031317	0.6434137	0.5419742	0.3527693	0.4237883	0.4123512	0.6609467	0.7242225	0.2280201	0.0761313	0.6777079	0.3476097	0.2026205	0.1771665	0.3462386	0.5980239	0.2718704	0.5179033	0.4590868	0.8135064	0.0986483	0.4449109	0.5101753	0.4798781	0.2958340	0.3225219	0.1845039	0.6765004	0.2349399	0.5654970	0.6407645	0.7441630	0.5556415	0.6737207	0.0670276	0.6432096	0.4761523	0.2851625	0.2679414	0.4426747	0.0306113	0.6476583	0.5329395	0.2974910	0.1056403	0.0486118	0.6070915	0.3255396	0.4873360	0.4699947	0.0379027	0.0456703	0.5555348	0.3317307	0.1454935	0.4876019	0.4155883	0.6291695	0.5331877	0.0484472	0.6856487	0.3157709	0.6495587	0.0835805	0.4961782	0.1168107	0.1215366	0.0409192	0.3197821	0.2958718	0.1279498	0.4668919	0.2703452	0.2775827	0.0349261	0.4478371	0.2598388	0.5773258	0.4951535	0.3228340	0.0282156	0.3292131	0.4949866	0.1303274	0.3101142	0.3735632	0.5910003	0.6629070	0.5689375	0.2509225	0.5182149	0.4538746	0.5931399	0.3573925	0.0144396	0.4250332	0.3745448	0.0825629	0.5985680	0.4676029	0.3905477	0.0245622	0.4338184	0.6831097	0.0639285	0.1302662	0.4843725	0.7494933	0.2738537	0.6470141	0.0756163	0.4515217	0.3670542	0.4837691	0.2871382	0.2382109	0.5958137	0.6473326	0.0092859	0.2635170	0.6734793	0.0401400	0.5518973	0.0443493	0.6354054	0.5033385	0.7614969	0.5816788	0.7286304	0.2029424	0.4393163	0.3478814	0.3030396	0.1938557	0.2469062	0.3202462	0.6838946	0.3563026	0.2600025	0.1642578	0.3492473	0.5938447	0.1416522	0.4457461	0.3138274	0.6555740	0.7179823	0.6530040	0.4825130	0.5162114	0.0824201	0.8695251
0.5010654	0.0028914	0.0905661	0.1535181	0.0614698	0.6032514	0.3023005	0.0938363	0.2340345	0.3978839	0.1745741	0.5410245	0.3671789	0.3456692	0.3781976	0.5645647	0.0322469	0.4479504	0.4394480	0.1853820	0.3559062	0.0498025	0.6545287	0.2773740	0.1793544	0.1888409	0.5312752	0.4092244	0.6354748	0.1293924	0.3292298	0.4921548	0.8344610	0.0226973	0.6279155	0.3746958	0.1690376	0.7371577	0.4872137	0.4612931	0.1641519	0.2697260	0.2872166	0.4963339	0.1482450	0.3294734	0.2440203	0.5883989	0.6336383	0.3182173	0.6860053	0.1482943	0.3948582	0.2453696	0.7877486	0.4499747	0.2393866	0.3497516	0.5057110	0.4472683	0.1941814	0.0581853	0.5483573	0.5068825	0.2137738	0.2807602	0.3768682	0.5670298	0.0033966	0.3662275	0.4795238	0.2403203	0.2282535	0.3631701	0.2039329	0.5013034	0.0837918	0.5904582	0.7109173	0.6435369	0.3338144	0.6866842	0.0171703	0.6306868	0.2124273	0.2897361	0.0308451	0.2717549	0.0723652	0.4427684	0.0646290	0.0405535	0.0002378	0.0099133	0.3022350	0.0174693	0.4223402	0.3276230	0.1024434	0.0417146	0.3110440	0.1876303	0.1609178	0.6337597	0.3223897	0.4192616	0.3311664	0.3304427	0.8814140	0.2189178	0.4422240	0.0042733	0.1459326	0.0357036	0.0002727	0.1742088	0.0549214	0.1069533	0.2973792	0.1629761	0.1474682	0.0209648	0.1789281	0.0540718	0.0457878	0.6283414	0.3092712	0.3189684	0.2782987	0.0074692	0.7065077	0.0000666	0.0873195	0.3247744	0.4824856	0.0950599	0.3668802	0.0003575	0.4380473	0.2985352	0.4995744	0.6221741	0.0480013	0.4684611	0.2765678	0.0314376	0.4543986	0.3259791	0.2637649	0.1956220	0.4217164	0.6564599	0.1544169	0.4691544	0.1650332	0.5559579	0.0995860	0.3610730	0.0464147	0.3839249	0.2141399	0.2870419	0.2178086	0.3021054	0.2841850	0.4859371	0.1721559	0.6454238	0.5737703	0.0304219	0.5867692	0.0299017	0.7955127	0.6619698	0.6983195	0.3342442	0.2778547	0.0948409	0.2509371	0.3721521	0.1031604	0.4546288	0.3104991	0.1997591	0.6704218	0.5977096	0.0386511	0.2185253	0.2960471	0.3811627	0.3032902	0.3998804	0.2801603	0.6649690	0.6010896	0.6818483	0.4574357	0.7497107	0.1062996	0.5802832
0.0044423	0.0705297	0.0135768	0.0067826	0.0000161	0.6100237	0.3599242	0.0989250	0.1874215	0.5078847	0.4300419	0.3484025	0.0912112	0.0428884	0.6976993	0.3132786	0.0540785	0.2491867	0.3731692	0.1106059	0.1060877	0.0018929	0.6620290	0.3861764	0.1827069	0.2980900	0.3490794	0.1669941	0.6218528	0.0016331	0.2738331	0.4190264	0.7354414	0.0014395	0.7054445	0.3101780	0.1585159	0.7841745	0.4609230	0.4586420	0.1719658	0.0804502	0.4138543	0.3631902	0.5281803	0.0267587	0.1727331	0.5630537	0.7835398	0.3929729	0.5546235	0.1304032	0.4195170	0.4836851	0.6661190	0.5224032	0.1703711	0.0441253	0.3874665	0.0554554	0.4493653	0.0532381	0.0360003	0.3655292	0.4542031	0.5434423	0.6538322	0.5241775	0.0938081	0.3568820	0.2958546	0.3976325	0.1727014	0.4201579	0.4715981	0.4290412	0.0395033	0.5023954	0.6148823	0.7104204	0.2256840	0.6555722	0.2478935	0.6690306	0.3821744	0.4863400	0.0813789	0.2915091	0.0866190	0.2534207	0.0543465	0.0236014	0.0010848	0.0000121	0.1530104	0.0409718	0.2469650	0.0132023	0.0006073	0.0001998	0.2105775	0.2452986	0.0752639	0.6456271	0.0013508	0.5602672	0.7083851	0.0001837	0.3488081	0.0037887	0.0964353	0.0085634	0.0505502	0.0006889	0.0376706	0.0015557	0.2312215	0.0367000	0.0052601	0.1682854	0.0608791	0.1527599	0.1168544	0.0549556	0.5316825	0.5573557	0.2305920	0.1718598	0.1863840	0.0628107	0.6608897	0.0600877	0.0002221	0.0680695	0.3641465	0.1448188	0.1204897	0.0000005	0.2320591	0.0276714	0.4932438	0.5728416	0.2335840	0.4591536	0.0045931	0.1696258	0.4249378	0.4353248	0.5118818	0.2069803	0.4996296	0.5686421	0.4206500	0.4867404	0.0047667	0.5643740	0.2743887	0.2221377	0.5869289	0.4804410	0.4153077	0.3805239	0.0384188	0.3034542	0.5862592	0.5252677	0.0529661	0.6684244	0.5665073	0.0604895	0.1186801	0.2269255	0.7624067	0.5156948	0.6869658	0.4869856	0.2063619	0.3183296	0.2234164	0.5986766	0.1094460	0.4088816	0.3107584	0.3393003	0.5529810	0.0742090	0.2414283	0.3511960	0.3098065	0.7133793	0.1532842	0.5428532	0.2453173	0.1605821	0.3763214	0.7332431	0.2131235	0.5856160	0.0128059	0.6030315
0.1445591	0.1775768	0.0673456	0.0190453	0.1599587	0.4741495	0.4593565	0.1075844	0.0609665	0.4447300	0.2373946	0.4490034	0.0905737	0.1257967	0.7975638	0.1117133	0.0665607	0.3012426	0.2783408	0.0172314	0.3128190	0.0521206	0.6256567	0.3537789	0.1775972	0.6872165	0.2141554	0.2407239	0.7148968	0.0555746	0.1800159	0.3745498	0.4748247	0.0338367	0.6840753	0.2027735	0.5846770	0.5735460	0.2693725	0.5663723	0.2687368	0.0619947	0.5546150	0.5169404	0.2800044	0.0830802	0.2399973	0.7453450	0.5565032	0.3968333	0.5952854	0.2610506	0.8122086	0.0780629	0.7149178	0.2777625	0.3302119	0.1071153	0.7116331	0.3139780	0.2386346	0.3518491	0.3959104	0.2733228	0.5765997	0.4933554	0.6219201	0.5506113	0.0712882	0.6214564	0.2983099	0.2272826	0.0966847	0.5084409	0.5168056	0.6446869	0.1382098	0.4180280	0.6153964	0.6223941	0.2486315	0.6829426	0.1194588	0.8861835	0.2862665	0.3492326	0.0889597	0.1897356	0.2758102	0.3517222	0.4058539	0.2017740	0.0017508	0.0951372	0.0006337	0.3928111	0.1112928	0.0233754	0.0961768	0.0538293	0.2652836	0.3497908	0.2522235	0.6678400	0.1886191	0.3558238	0.5650849	0.1011433	0.6454208	0.1397837	0.3498716	0.0363803	0.4658031	0.0221925	0.2598441	0.0117861	0.3989554	0.1430419	0.0128501	0.4633733	0.0564625	0.0053297	0.0000891	0.0629815	0.1272349	0.8101538	0.2509334	0.1877004	0.2963694	0.0233249	0.6490691	0.0001080	0.0217058	0.0977319	0.2295585	0.2439371	0.2569301	0.0000623	0.1500889	0.1239400	0.0463576	0.4035687	0.0380819	0.0794199	0.1147057	0.0983682	0.4196723	0.5538361	0.1507494	0.1715343	0.5414105	0.6163627	0.3732901	0.1932272	0.0008118	0.3914094	0.3654503	0.5190524	0.3063387	0.5501347	0.5791600	0.3879375	0.1232547	0.3239546	0.3382581	0.6380296	0.0112743	0.6468148	0.5669381	0.0854602	0.1050335	0.0212875	0.6871263	0.4912266	0.4608330	0.4377600	0.4246480	0.4221190	0.2639923	0.6222225	0.3807034	0.1893373	0.5803763	0.0509319	0.5848709	0.3881303	0.1185428	0.1026843	0.4517111	0.5173966	0.3278785	0.6386794	0.1366735	0.4200873	0.6974347	0.4446167	0.3691401	0.3809856	0.0073883	0.5790327
0.0202741	0.1123755	0.0165308	0.0578987	0.0027880	0.3428468	0.4568125	0.0912855	0.1239997	0.4777834	0.1154225	0.5021103	0.0963076	0.1495365	0.8219648	0.4174385	0.0423107	0.1967192	0.2221466	0.0663039	0.3875764	0.0024787	0.3363645	0.3365372	0.1826952	0.5968221	0.4355683	0.2737542	0.6843084	0.0899906	0.2523784	0.1383548	0.5369930	0.0414011	0.7000286	0.2225087	0.5578457	0.4720852	0.3779129	0.5840606	0.2027692	0.1086624	0.2544586	0.5824644	0.1701490	0.3434634	0.0834222	0.5473802	0.5331583	0.3411367	0.6525840	0.3855825	0.6621975	0.2697106	0.4119210	0.7164551	0.2053854	0.1625538	0.3689040	0.2783161	0.1355122	0.2354481	0.2105397	0.2168431	0.6175005	0.2940149	0.4416825	0.5024310	0.0071131	0.5740970	0.3548604	0.1216098	0.0979824	0.5006766	0.5713440	0.5687501	0.1544295	0.3754624	0.6850542	0.6918445	0.2042330	0.6808008	0.0170211	0.7435172	0.4551149	0.5018028	0.0423272	0.1861335	0.1664968	0.3702034	0.6714246	0.1706060	0.1008698	0.0461552	0.3844403	0.0559169	0.4230049	0.1242027	0.2590533	0.1456697	0.0608856	0.1802648	0.3112488	0.6227369	0.0002422	0.3597215	0.6451666	0.3863214	0.7715650	0.1025950	0.6794681	0.1847258	0.3973142	0.0017202	0.0784301	0.0056972	0.0078670	0.2238788	0.0367600	0.3494425	0.2500145	0.3046453	0.5166508	0.3392520	0.1094952	0.6413974	0.1796564	0.2030233	0.0003755	0.0198075	0.5730492	0.0011445	0.0379949	0.1159909	0.1956738	0.4265502	0.4603869	0.0603390	0.2635993	0.1910339	0.2716599	0.4388367	0.0014708	0.5400326	0.1593842	0.0746940	0.5463975	0.3176969	0.4212560	0.0338702	0.6601583	0.3836263	0.1427920	0.5978052	0.0071967	0.6905321	0.1718392	0.4386870	0.2666035	0.2830783	0.2768260	0.4687135	0.2033758	0.2392219	0.4230857	0.5970465	0.0844616	0.5565451	0.5529786	0.0672258	0.3353157	0.0010082	0.6902327	0.4518616	0.5600951	0.5659618	0.2127268	0.4419314	0.3627891	0.3287837	0.2104682	0.4744458	0.0859383	0.0999071	0.4518613	0.5380801	0.0783631	0.3241717	0.2764619	0.5434022	0.3656899	0.6072548	0.1279962	0.0405471	0.6774279	0.6993203	0.5826257	0.4255556	0.0705786	0.6963572
0.1452893	0.0026247	0.0975133	0.0024143	0.0699727	0.4715805	0.4703636	0.0882589	0.0887074	0.4668070	0.4631948	0.3504053	0.1784803	0.1496728	0.6428643	0.2439302	0.0008392	0.3102166	0.1909762	0.0712566	0.2425778	0.0597182	0.5371031	0.1995619	0.2669167	0.3967333	0.2907099	0.0372748	0.7012315	0.0265380	0.1890805	0.4465041	0.3903834	0.0454134	0.8561399	0.2261248	0.4423728	0.8141866	0.2419347	0.6160796	0.2104597	0.2234991	0.4563538	0.4552106	0.1741771	0.1368644	0.2780700	0.7162124	0.6882644	0.4533283	0.6906337	0.4590397	0.2951273	0.0001930	0.5556890	0.2852438	0.3789532	0.1971730	0.6691301	0.0644736	0.4294749	0.3090646	0.3454976	0.5609351	0.4266003	0.1501390	0.6899919	0.4495532	0.2442169	0.6613903	0.2721235	0.4843289	0.1083543	0.2489606	0.4661488	0.4244168	0.0880060	0.3487220	0.6192422	0.5717569	0.1634126	0.6910734	0.3634157	0.6441908	0.1883580	0.7452505	0.0336420	0.1581163	0.0080863	0.0187088	0.0950154	0.0260515	0.1183721	0.0108590	0.0034068	0.1845822	0.1516457	0.0191796	0.0095097	0.0000463	0.2151050	0.0611582	0.2273876	0.8456469	0.0686922	0.4145867	0.5799609	0.0970186	0.6117441	0.0120180	0.2064788	0.1064272	0.3996568	0.0006484	0.4405924	0.1106965	0.0077340	0.1025475	0.0020985	0.1695064	0.1495845	0.0239855	0.2753590	0.1268609	0.0410669	0.6532118	0.1868270	0.0868164	0.0000259	0.0387745	0.4169376	0.0000971	0.0013363	0.3654892	0.2214894	0.2359122	0.0974272	0.2995175	0.2286421	0.0330189	0.4521828	0.5651220	0.2916189	0.2659196	0.2397437	0.0513680	0.4479929	0.4359045	0.0968936	0.1790050	0.5625047	0.5463615	0.4116223	0.3846947	0.0000211	0.3885448	0.0634614	0.2558068	0.2488146	0.7159564	0.5200164	0.3883700	0.1648205	0.3097197	0.6240515	0.5286820	0.0027098	0.7078369	0.6241735	0.1225715	0.0626958	0.0257231	0.6258231	0.1531587	0.5111546	0.3468240	0.0931207	0.1996141	0.2043858	0.6574083	0.4705434	0.3686926	0.0750914	0.0531942	0.5867444	0.4598184	0.0545038	0.2278294	0.5228230	0.6945902	0.4728396	0.4956929	0.1826671	0.5545767	0.5661709	0.6054989	0.3014772	0.3738840	0.0203271	0.6342963
