nrfD	narP	ydhT	ydhX	ydhU	narL	ydhV	ydhW	ydhY	fdnG	fdnI	fdnH	hcr	ytfE	fdhF	hcp	yoaG	yeaR	nsrR	nrfC	nrfB	nrfA	nrfF	nrfE	nrfG	flhD	ccmE	ccmF	ccmH	flhC	ccmC	ccmB	ccmA	ccmD	modE	ccmG	napH	napF	napB	napC	napD	napG	napA	iscR	fnr	yecR	fliY	fliZ	fliA	norW	hyaA	hyaC	hyaD	norV	norR	dmsB	hyaB	appY	hyaE	hyaF	dmsA	dmsC	glpA	glpB	glpC	ppdB	fliR	gltL	flhA	flgG	fliN	fliQ	fliL	flgH	fliI	yhjH	fliK	hdfR	dcuS	ycgR	flgD	pheM	fliD	flgI	fliP	gltI	flgB	ppdC	gltJ	ygbK	flgC	fliO	dmsD	ygbA	ppdA	ynfG	ygdB	flgM	flgJ	flgE	flgN	fliG	fliH	flhB	flgF	fliF	flgA	fliE	fliJ	ynfE	fliT	ynfH	fliM	rplT	ynfF	gltK	narX	fliS	recC	flhE	nikB	nikR	nikE	nikD	nikA	nikC	frdA	aspA	moaB	moaA	lrhA	cydC	moaE	cueR	moaC	moaD	hydN	frdD	dcuR	frdC	frdB	dcuB	fumB	cydD	dcuA	qseB	moeB	moeA	nirD	nirC	cysG	nirB	mdh	hmp	hypF	glpR	adhE	hycD	narK	hypD	hycG	fhlA	hycB	hycE	hycA	hypC	hycI	hypB	hycH	hypE	hycC	hycF	hyfC	hyfE	hypA	hyfF	hyfR	focB	hyfD	hyfA	hyfG	hyfJ	hyfI	hyfH	hyfB	aceF	ubiA	aceE	ubiC	mglB	scpA	cueO	rybB	yqjI	rpsI	xdhA	rffE	rffD	ydeJ	tadA
0.2617146	0.4584699	0.5248244	0.3243967	0.0081883	0.3777406	0.7136495	0.4434916	0.3950147	0.3234837	0.5426194	0.2867313	0.1726447	0.4621954	0.5084578	0.4440939	0.3182742	0.0005441	0.3893295	0.0009914	0.6810876	0.7586270	0.1118412	0.0443440	0.4850167	0.0018989	0.7074210	0.0558996	0.2382133	0.7159969	0.5939241	0.5428309	0.7166917	0.5799658	0.3940752	0.3544126	0.6208998	0.2434161	0.4124054	0.0228692	0.4785958	0.0327034	0.8151684	0.7089281	0.7437485	0.6692667	0.4450810	0.2197570	0.2380249	0.2653746	0.5261393	0.6429230	0.0342861	0.2365180	0.2598278	0.3076298	0.6614196	0.6236394	0.3947967	0.3022563	0.2156524	0.5502900	0.3409706	0.5289597	0.2292427	0.0000242	0.2450181	0.5090411	0.4616077	0.0020382	0.4979962	0.0000006	0.0000505	0.7419663	0.2936040	0.0005636	0.5415247	0.5832573	0.3419171	0.1979271	0.6417063	0.3453420	0.2566763	0.3823891	0.0461672	0.1352756	0.0000000	0.4361387	0.4135107	0.4477724	0.0009434	0.0273429	0.5876671	0.0034154	0.2593458	0.7136235	0.5094630	0.3394381	0.6682686	0.2892666	0.5025537	0.4576781	0.2501094	0.1801873	0.3467467	0.3162205	0.2188025	0.2689240	0.1913760	0.8063375	0.4788648	0.3168800	0.0000940	0.0003023	0.7650566	0.0873777	0.4915336	0.4201166	0.1212486	0.2422545	0.4425058	0.5607124	0.1253304	0.2342986	0.4744863	0.3139590	0.0001740	0.2041896	0.4679226	0.3063106	0.6588674	0.5006126	0.4224621	0.3624875	0.4514054	0.2577612	0.1749271	0.3246571	0.3744603	0.1693461	0.7139137	0.3333484	0.1649397	0.5489242	0.1856796	0.6585861	0.4836908	0.2956755	0.6237070	0.1123294	0.6682228	0.6700537	0.4986794	0.3553531	0.6024550	0.6073889	0.1181876	0.3352535	0.7102129	0.4503924	0.3042812	0.4743311	0.7065546	0.4180590	0.4711421	0.5604031	0.0081366	0.6227202	0.1864954	0.2350613	0.0240605	0.6226462	0.2653123	0.2432302	0.4488895	0.5005625	0.1564391	0.2171525	0.4900494	0.3871260	0.1545326	0.4806059	0.0953694	0.0970559	0.5644524	0.5023051	0.0282027	0.3298949	0.0011009	0.2234865	0.6878072	0.3415298	0.4841856	0.4230147	0.1142352	0.7333829	0.1624006	0.5549584	0.4901706	0.2077289
0.0829298	0.6586706	0.1791068	0.4270956	0.0733298	0.5974030	0.5183706	0.4337292	0.0916390	0.1248039	0.2195708	0.2439640	0.5137824	0.6708150	0.7088421	0.4900976	0.6452763	0.0216723	0.5480266	0.0023012	0.6467045	0.6512561	0.4259105	0.3454189	0.6109174	0.1154463	0.5761146	0.0734097	0.0003335	0.6951586	0.2509253	0.4661480	0.5969573	0.6769055	0.5916933	0.5210223	0.2596031	0.4572201	0.3801596	0.0747963	0.2418334	0.0000333	0.7195524	0.6356297	0.3508089	0.7924416	0.4649435	0.0258830	0.0876817	0.0689252	0.3117278	0.6878743	0.0722239	0.2631163	0.3634388	0.2988338	0.5165384	0.7964279	0.1874894	0.4379436	0.1135884	0.7348704	0.4940891	0.2650623	0.2568665	0.9383726	0.4487090	0.6258226	0.5125557	0.3245357	0.5542568	0.1701844	0.6384034	0.5602713	0.3579821	0.0411690	0.6422981	0.7108145	0.0190988	0.4579162	0.7282184	0.2172324	0.0875404	0.6928370	0.6640928	0.0182735	0.0067514	0.5222118	0.6011527	0.4613201	0.1077548	0.5990288	0.5337746	0.0726270	0.4098824	0.3482953	0.3424793	0.3810396	0.7789478	0.5603971	0.5068306	0.2085687	0.4162589	0.3234178	0.4068842	0.4787929	0.5910826	0.2661254	0.5980226	0.6864446	0.6223246	0.3634314	0.2914245	0.0559292	0.4720626	0.4092671	0.6527850	0.5867848	0.5401285	0.6410988	0.3581786	0.4743730	0.0805202	0.0888873	0.3039867	0.2265396	0.0000913	0.3612616	0.5368315	0.2236606	0.7100743	0.5536852	0.6003290	0.6781520	0.0356183	0.5371203	0.2895987	0.3023763	0.4532386	0.1225254	0.3798688	0.5695300	0.2857808	0.4877606	0.0204581	0.6328983	0.5911668	0.4440981	0.6428358	0.3581163	0.7993954	0.6272588	0.3302356	0.5174187	0.7590469	0.4707790	0.2773588	0.3647116	0.6142332	0.1756533	0.2429723	0.3138971	0.3859082	0.0997677	0.4443433	0.1464087	0.0614515	0.4245657	0.3282347	0.1547035	0.2656091	0.4506042	0.2234399	0.4254522	0.2396831	0.0924652	0.1309067	0.4243582	0.3323833	0.2954522	0.1237227	0.6983858	0.0472102	0.3907553	0.4599770	0.1097342	0.0043251	0.1764697	0.0203244	0.1837692	0.6498354	0.6198599	0.3123153	0.3309836	0.2832584	0.5184496	0.2264620	0.2639469	0.3861315	0.2109265
0.0459119	0.5504468	0.4157137	0.4997115	0.2793199	0.6403914	0.6994316	0.3852207	0.6799868	0.3814266	0.3206416	0.4196184	0.6029050	0.4128003	0.2595313	0.4735242	0.3466752	0.1887333	0.5792586	0.0000337	0.7170578	0.5730745	0.0001497	0.1244165	0.6886187	0.0056803	0.6177917	0.0419492	0.0000292	0.7642368	0.4946655	0.5440545	0.7157415	0.3123632	0.8851482	0.3151920	0.6932478	0.6662507	0.0004377	0.3845573	0.5676881	0.1542841	0.7268690	0.6875470	0.6767364	0.7688555	0.3823315	0.0006085	0.0115347	0.1711139	0.0920443	0.7019505	0.0027759	0.2557997	0.3321542	0.5302099	0.4260374	0.4140091	0.4231754	0.1626196	0.0243612	0.6291053	0.0003118	0.4008483	0.2418850	0.0001380	0.5313530	0.7639756	0.4725816	0.0064519	0.6831751	0.1514736	0.2059254	0.4570922	0.2825066	0.2272707	0.5107466	0.6621146	0.1149085	0.1767954	0.7450265	0.1947368	0.0978457	0.4779949	0.0639565	0.0000157	0.2202241	0.3352494	0.4844933	0.2740235	0.0003215	0.0285637	0.2734924	0.0005675	0.5942415	0.4309742	0.2013354	0.3920323	0.3895351	0.3610635	0.3888079	0.2391803	0.2452234	0.1203678	0.6616915	0.2923930	0.6555803	0.2588385	0.2380633	0.6499599	0.4853715	0.7050901	0.0019469	0.0298166	0.6467420	0.0401425	0.4452757	0.3783266	0.0000327	0.2140841	0.2858532	0.5702287	0.1506483	0.2165471	0.5294424	0.2755361	0.0645840	0.1315024	0.5890779	0.2532833	0.6908337	0.7140440	0.3733490	0.5479664	0.0976556	0.3931834	0.3968105	0.3431878	0.3609024	0.1453545	0.3673917	0.4378514	0.1147590	0.5742072	0.2303784	0.6625424	0.5238922	0.1799004	0.6262221	0.1830534	0.6882456	0.6013346	0.2091079	0.2588237	0.4885280	0.5504089	0.4697235	0.4072564	0.5684494	0.4478054	0.1548673	0.1998621	0.4385508	0.1611515	0.3924747	0.6002450	0.0006314	0.4722979	0.2559556	0.1676418	0.0326783	0.6355325	0.6433685	0.3138495	0.0925978	0.0706271	0.4087847	0.2255492	0.3853092	0.6256779	0.2292783	0.4361897	0.0291703	0.1551276	0.3108521	0.6074074	0.0002047	0.2607898	0.0001697	0.0063578	0.6966134	0.3832327	0.2968525	0.4752260	0.0774124	0.5586454	0.2314405	0.3549503	0.7475641	0.2342592
0.0941681	0.7198232	0.1999408	0.4089309	0.1690515	0.5302718	0.2989992	0.5073134	0.3812537	0.4254024	0.3381859	0.4673966	0.1070002	0.5918937	0.5356156	0.5704925	0.6451235	0.2263146	0.7174187	0.0000000	0.6536293	0.4112619	0.2187341	0.0065139	0.7097392	0.0019912	0.6011268	0.0708734	0.1597343	0.7141311	0.1818340	0.5466229	0.5669609	0.4017897	0.6338370	0.0703711	0.3318744	0.4286452	0.2779616	0.2392180	0.4688210	0.1360538	0.6066501	0.4914181	0.4535417	0.6868739	0.0814151	0.0000092	0.0433910	0.1460840	0.2064809	0.6541794	0.0977078	0.3164042	0.4233745	0.1749440	0.5838677	0.7254228	0.0372595	0.2877045	0.1725134	0.6049182	0.0438959	0.1289952	0.3342080	0.0009730	0.3238491	0.6304501	0.4203391	0.1061384	0.6790174	0.0000205	0.0001938	0.2778524	0.4658294	0.0000113	0.5595478	0.6752260	0.1711610	0.1405237	0.7667491	0.2149606	0.0002432	0.3613489	0.0075649	0.0003274	0.6305007	0.5095396	0.3655285	0.2893403	0.0001195	0.0385698	0.2831467	0.0288756	0.3014733	0.7315527	0.2329415	0.1071723	0.3384044	0.3370236	0.3101861	0.1655778	0.2264218	0.2577837	0.3761653	0.1125460	0.2279336	0.6196593	0.4606855	0.4620687	0.3413025	0.0098688	0.0015727	0.0017025	0.3339074	0.0001718	0.5190527	0.5886160	0.0852594	0.3574426	0.2858596	0.4704511	0.1914381	0.0880959	0.3906100	0.3040615	0.0800382	0.1927923	0.5750678	0.6669335	0.6950831	0.4756788	0.0230962	0.7942498	0.0374717	0.2137363	0.2941803	0.2080268	0.2211616	0.0790767	0.4948945	0.5764077	0.0983630	0.4866409	0.2287656	0.5965711	0.6085417	0.3173843	0.6477176	0.3457962	0.6329296	0.6263332	0.4576169	0.3959082	0.3495744	0.7152295	0.1492615	0.6363136	0.6497646	0.1513724	0.4447156	0.2546832	0.3404851	0.3658554	0.3685186	0.1961304	0.0003247	0.6584489	0.0619222	0.1870735	0.2606528	0.4217018	0.1064553	0.1425180	0.3697426	0.0951092	0.0147601	0.1012640	0.3470660	0.5193267	0.0011792	0.6324750	0.1366650	0.0374855	0.3464116	0.3768552	0.0004609	0.2250046	0.0107745	0.1726118	0.6143627	0.3812674	0.3258366	0.4139105	0.2774671	0.6357548	0.0961212	0.1971825	0.5663595	0.3029782
0.2292779	0.7504917	0.5978594	0.3390537	0.3812436	0.4609240	0.7255559	0.5185188	0.4334527	0.1835092	0.3440585	0.2856412	0.2177599	0.3997658	0.6213880	0.5463868	0.2944731	0.0026071	0.6717972	0.0029243	0.8158630	0.4331054	0.1374042	0.2799798	0.5942838	0.0709272	0.6726833	0.2663469	0.0005518	0.6338173	0.4260427	0.7783807	0.6065770	0.6512308	0.7972484	0.3362449	0.5913955	0.3485333	0.1261680	0.0727735	0.3339584	0.0376096	0.5166540	0.7230784	0.7967830	0.5115306	0.6324659	0.2031198	0.1906763	0.3463248	0.4553082	0.7026408	0.1520270	0.2012055	0.4472412	0.2813222	0.7676424	0.7285141	0.3299974	0.5440977	0.1362812	0.6056710	0.3820461	0.4633200	0.3197298	0.6006744	0.4157275	0.5512840	0.4624288	0.3519411	0.4826733	0.0103034	0.0202529	0.4095276	0.4463944	0.4114432	0.4947986	0.7286652	0.0203179	0.1811210	0.7786071	0.3138716	0.0602205	0.5212093	0.5932253	0.0021592	0.0033844	0.5315678	0.5689431	0.4078955	0.0850100	0.5960196	0.3629315	0.0591578	0.5773031	0.5992861	0.3903794	0.1530584	0.6867786	0.5081247	0.4427352	0.5803796	0.4412967	0.2204799	0.2475592	0.2460301	0.3635353	0.2375667	0.6619403	0.5484785	0.6803911	0.3857021	0.0419209	0.0804727	0.3416543	0.2371122	0.5712925	0.6802285	0.4599863	0.2769618	0.5729925	0.5585345	0.0000848	0.5966269	0.5338599	0.1801356	0.0084746	0.2659523	0.5092114	0.3318702	0.7563289	0.4499948	0.1633789	0.6292918	0.0667930	0.4714127	0.2251955	0.3060847	0.5188466	0.4635321	0.7254051	0.5764678	0.2890852	0.5509073	0.2060637	0.5987922	0.2503803	0.1637783	0.6635649	0.3444623	0.7385401	0.5622213	0.4153027	0.2512379	0.5742328	0.5738115	0.5826830	0.6462947	0.6704671	0.4166173	0.1837010	0.4266868	0.3931330	0.3856566	0.4973399	0.3478036	0.0000516	0.4538626	0.0962109	0.3663619	0.1906073	0.5324153	0.4772060	0.2221843	0.4779260	0.1276744	0.6641289	0.4069266	0.2185839	0.4033784	0.2709129	0.8036418	0.2846422	0.3691811	0.6952516	0.1798116	0.0001492	0.3904979	0.0465741	0.1006253	0.5571883	0.4424886	0.6510013	0.4943083	0.1767275	0.5173002	0.3538450	0.4523966	0.7266391	0.3665734
0.0634463	0.7038996	0.2431538	0.4787324	0.0144102	0.5689827	0.5585592	0.4940645	0.3270344	0.3581328	0.3089422	0.5169769	0.4623195	0.3703142	0.5184954	0.4682269	0.5815244	0.3251128	0.6514375	0.1020215	0.3899495	0.6242439	0.0006978	0.0050719	0.4660553	0.0004347	0.6836557	0.2489993	0.4066947	0.4253520	0.4706336	0.6841034	0.7370767	0.1997556	0.5899022	0.0643997	0.6280476	0.6121929	0.0431205	0.4706200	0.3599055	0.0028141	0.5236312	0.7219819	0.6996749	0.7995783	0.0982373	0.0008358	0.1933546	0.1068847	0.2144750	0.6781805	0.0018863	0.0415530	0.4472687	0.3670817	0.6094713	0.6848721	0.4081680	0.2193497	0.2318271	0.4448984	0.1317173	0.0307726	0.1699142	0.0263905	0.3040105	0.6685919	0.5752188	0.0009115	0.5928369	0.2297771	0.0000138	0.3306538	0.3068588	0.1988390	0.6103429	0.5940776	0.3360745	0.0000406	0.6286023	0.2957743	0.1157205	0.5496520	0.0151331	0.0000520	0.1503530	0.4060532	0.3162668	0.3571454	0.2287517	0.1476210	0.4422863	0.0061896	0.1709686	0.5938784	0.3396129	0.0051000	0.2999530	0.2755291	0.6152044	0.2956347	0.2349665	0.5797450	0.3579720	0.2040717	0.4010970	0.3002916	0.1319299	0.5472081	0.6404786	0.4217484	0.2722926	0.0002190	0.4209074	0.1075615	0.5868901	0.3394842	0.0846803	0.4951081	0.3577386	0.3091420	0.0001649	0.3279068	0.3634329	0.3324349	0.0151626	0.3047553	0.5153555	0.3764837	0.7586283	0.5789576	0.1023589	0.7181479	0.1316069	0.3578471	0.4252619	0.4488001	0.4411926	0.3476254	0.4144311	0.3744665	0.3664731	0.5114766	0.0042552	0.3402231	0.3855331	0.2833687	0.6376328	0.1434698	0.6357765	0.6375581	0.4375891	0.2955501	0.6376753	0.7835049	0.1279319	0.6027370	0.6528122	0.2398598	0.3151909	0.4146453	0.3161974	0.1528393	0.6764564	0.3461236	0.0002470	0.5545722	0.1606777	0.4263497	0.1455176	0.4629484	0.5319986	0.2516765	0.3674077	0.1932079	0.4506920	0.3503202	0.0851030	0.4820092	0.0743810	0.2862814	0.2682934	0.3328539	0.1775034	0.0401338	0.0095417	0.3377361	0.0017150	0.1471457	0.5657930	0.3709607	0.4181141	0.5186914	0.0919324	0.6525652	0.2551038	0.2528289	0.5928378	0.2023489
0.1584004	0.7385714	0.1754332	0.3314511	0.2885300	0.7492214	0.4508954	0.5533516	0.5731535	0.3501512	0.3999039	0.2535577	0.6238750	0.7612171	0.4867932	0.4081080	0.6061885	0.1217114	0.6235966	0.0527666	0.5898959	0.5431270	0.2352719	0.1785604	0.4460296	0.0023815	0.5409551	0.1699217	0.0735767	0.8118210	0.1174679	0.6228981	0.6973046	0.1712133	0.7185427	0.0408785	0.5252850	0.3939420	0.0004630	0.0724985	0.5254000	0.0007380	0.7288632	0.5228208	0.4695052	0.6274638	0.5224156	0.3610127	0.2020214	0.2062144	0.2838726	0.7523598	0.0086827	0.2539234	0.3104570	0.0372199	0.7819077	0.7682937	0.4018256	0.6226726	0.1643777	0.6162488	0.0023887	0.3021777	0.2879446	0.0024557	0.3625825	0.6933261	0.8166444	0.3091729	0.7584915	0.1850712	0.2861496	0.4084786	0.4239364	0.0002426	0.6265911	0.6281712	0.0624841	0.0065749	0.7090125	0.2125836	0.1532538	0.6693626	0.0307349	0.1168504	0.1375243	0.4408449	0.4125242	0.2353886	0.1234341	0.1549906	0.2334167	0.0043174	0.4877265	0.7004524	0.2461175	0.0055790	0.4449050	0.5756729	0.4763537	0.2213632	0.2737599	0.2836813	0.1876641	0.2348204	0.2187798	0.3288621	0.2192701	0.5860280	0.4782187	0.1396199	0.0009269	0.0258574	0.5400298	0.1625624	0.5497452	0.6436367	0.0000030	0.2246084	0.3047872	0.5089839	0.1052989	0.0650971	0.2852603	0.3189182	0.0899511	0.1454430	0.6028844	0.3122086	0.6101216	0.6072734	0.0464234	0.4332924	0.2081912	0.5984075	0.1764462	0.5699860	0.4639262	0.1928046	0.6749848	0.2151211	0.3277311	0.5742216	0.0004418	0.7091720	0.6093036	0.4617193	0.6575303	0.3565837	0.7080763	0.6334692	0.2662993	0.2548887	0.4302139	0.6190434	0.1153095	0.3889049	0.6596715	0.1991173	0.5574654	0.3550798	0.4874717	0.1213768	0.6698117	0.0459753	0.0002878	0.5158184	0.3868993	0.1056926	0.0451164	0.5521178	0.5097435	0.3077734	0.2365538	0.2530564	0.3175557	0.2514453	0.4655719	0.5335728	0.0895514	0.5580387	0.0507181	0.1043549	0.4910006	0.3418245	0.0191595	0.4528522	0.0093614	0.1174976	0.5591427	0.3865347	0.3690324	0.2787154	0.2286667	0.4470706	0.2381455	0.4295040	0.4848318	0.1845246
0.0916421	0.7438111	0.1932349	0.4823661	0.0085712	0.7802722	0.4126948	0.5819625	0.5386052	0.2720803	0.4463945	0.3305626	0.8153197	0.3635239	0.4832332	0.6695808	0.6490877	0.0000611	0.7154374	0.0437760	0.5902160	0.3721808	0.4403266	0.2194020	0.6346129	0.2133766	0.6858873	0.2534451	0.0561493	0.4329314	0.1582795	0.6530764	0.5453084	0.6270883	0.5441994	0.2725936	0.1820432	0.5432080	0.2872201	0.0537348	0.6618641	0.1656415	0.7096938	0.5570136	0.6051014	0.5706791	0.4870873	0.0804911	0.1426406	0.1841458	0.4462220	0.6162895	0.1522894	0.2875143	0.3262356	0.4817300	0.7069491	0.7660799	0.1063295	0.4130131	0.0793960	0.3388890	0.0788546	0.2297229	0.5753518	0.7229950	0.4658096	0.5307802	0.7933734	0.0886197	0.5726811	0.1901736	0.5948507	0.3313951	0.4168662	0.0807158	0.7517630	0.7451764	0.0539579	0.6544430	0.5413678	0.2928941	0.1289186	0.4887420	0.4682222	0.0062103	0.2350265	0.3717453	0.3475998	0.3380845	0.1084113	0.6238265	0.2989349	0.0332499	0.4395477	0.5137369	0.3027059	0.2354041	0.6742581	0.5843334	0.4625394	0.2300035	0.2823053	0.2188255	0.3059233	0.6129895	0.5815714	0.4088449	0.5871269	0.3986177	0.6408730	0.2610668	0.3900384	0.0938348	0.2033817	0.3968727	0.4963702	0.4738657	0.6231989	0.4602384	0.1792710	0.3740226	0.1466079	0.1197678	0.3573460	0.3916772	0.3756200	0.1819266	0.2055385	0.2897847	0.6937590	0.6273771	0.2523457	0.6719677	0.1918305	0.3673010	0.2217322	0.5042237	0.3573139	0.2909941	0.6452631	0.3210483	0.2722574	0.5676854	0.0630931	0.7435308	0.4947777	0.2533803	0.6680979	0.3483823	0.6251799	0.6936473	0.1855303	0.2937925	0.6310318	0.6978965	0.3704240	0.4437641	0.7599414	0.4543350	0.2159220	0.2772459	0.7365507	0.0351274	0.6561429	0.3207012	0.0001302	0.5193128	0.1106367	0.1190966	0.0232827	0.6448165	0.3938118	0.2667538	0.2779182	0.0476656	0.0607038	0.0405741	0.1338781	0.5584858	0.0378710	0.6077365	0.0046789	0.0737903	0.5020846	0.1969505	0.0214446	0.3849858	0.0048431	0.1459278	0.6685953	0.4200941	0.3178446	0.3997980	0.1859946	0.7287302	0.1821890	0.2740528	0.6017325	0.2538483
0.0541091	0.4596271	0.2038508	0.2886606	0.2873709	0.5110071	0.6243993	0.5903560	0.5296370	0.1534883	0.4980881	0.4229861	0.5001315	0.5080144	0.4947684	0.4132288	0.3713136	0.0000205	0.7151843	0.2462817	0.7326945	0.4746302	0.6283144	0.1372977	0.6971003	0.1884711	0.7492292	0.1321122	0.4166416	0.5952379	0.2034040	0.6589696	0.5000766	0.6546802	0.6417875	0.3663462	0.3988033	0.2502609	0.4524256	0.2641522	0.3012233	0.1235088	0.5672751	0.5757760	0.5692631	0.5978310	0.5631159	0.0439975	0.2353671	0.3511333	0.6024868	0.7193950	0.0629741	0.2702098	0.2498411	0.4476985	0.3618442	0.5314349	0.4485596	0.1387168	0.0124760	0.6062790	0.2673249	0.2121698	0.5296071	0.6302020	0.6351539	0.5319030	0.4693525	0.2721640	0.5264789	0.2685147	0.7274682	0.4781548	0.4368320	0.0361262	0.6218271	0.6924784	0.0306528	0.5899898	0.6984018	0.3238069	0.1602133	0.4805691	0.6548779	0.0784370	0.0044062	0.5549661	0.4842939	0.4183473	0.1829635	0.5877689	0.4231840	0.0250625	0.6225964	0.6446645	0.3275076	0.2850397	0.8211754	0.6623028	0.4748900	0.5650090	0.1927843	0.2083267	0.4168454	0.4286941	0.6765041	0.3237250	0.7230209	0.6079610	0.5774544	0.1738496	0.2648727	0.1018173	0.3379831	0.5159798	0.6863949	0.6239150	0.6792914	0.3114204	0.0389075	0.7010254	0.1762578	0.1614775	0.4571735	0.3512549	0.0004699	0.1683569	0.3497324	0.3846275	0.6452438	0.7259857	0.3431905	0.5813876	0.0876527	0.4857504	0.1273777	0.3982288	0.4995558	0.4165344	0.5920999	0.5083241	0.2585423	0.7117988	0.1425451	0.5427971	0.3391429	0.3007768	0.7043425	0.2500201	0.5492196	0.6976379	0.2834338	0.1647002	0.4850804	0.5705667	0.2463313	0.3663682	0.5793655	0.3396717	0.1435418	0.1301124	0.5778361	0.2404411	0.5983481	0.2628521	0.0997030	0.6775484	0.0653406	0.0833606	0.1407472	0.3169644	0.5114874	0.1116158	0.0887859	0.0052580	0.1028518	0.3745178	0.1401746	0.0336744	0.0162451	0.6088289	0.0403900	0.3300202	0.3659830	0.5263818	0.0303855	0.3155429	0.0004698	0.0781527	0.5997442	0.6543834	0.2882511	0.5482453	0.1836353	0.5037256	0.2239803	0.3226437	0.6666382	0.2395228
0.1607501	0.5541421	0.2132667	0.5980684	0.0810767	0.4197638	0.5036508	0.5849938	0.4175528	0.2934516	0.1659671	0.1898095	0.2860063	0.5805871	0.3457347	0.4480385	0.2983155	0.1389128	0.6235307	0.0001027	0.6524736	0.4449511	0.0013950	0.2862975	0.4544757	0.0022794	0.6218633	0.1106624	0.1987017	0.6739458	0.3356115	0.6745642	0.6307139	0.5529952	0.6831001	0.0909162	0.4719015	0.2998420	0.4498947	0.2215400	0.6536725	0.0770491	0.6630350	0.6143504	0.7304805	0.6235810	0.6007186	0.2059220	0.0566175	0.2334393	0.3630816	0.5173075	0.2232432	0.3139633	0.3143843	0.3768488	0.6330630	0.4635315	0.4843681	0.6027832	0.1890396	0.7227140	0.0002567	0.4873288	0.1784542	0.1586749	0.3483356	0.6699515	0.4852119	0.2213591	0.6597741	0.5108593	0.0273322	0.2898408	0.3798946	0.0022429	0.7328750	0.6930651	0.1610224	0.0019608	0.5821702	0.1115678	0.0538730	0.6965762	0.0547937	0.0009192	0.1245593	0.5572735	0.4166005	0.2511153	0.0452490	0.0433503	0.5181666	0.0313440	0.2898364	0.1994208	0.4273376	0.0345601	0.5193940	0.3386173	0.4980410	0.2896155	0.1509397	0.2840362	0.4169669	0.4311986	0.1859776	0.7755837	0.1986255	0.3514252	0.3922724	0.2669295	0.0015196	0.1013205	0.5534135	0.0001645	0.5897946	0.4991186	0.0000324	0.5351999	0.1410665	0.4466990	0.1209070	0.5723012	0.5132472	0.4485935	0.0000634	0.5198615	0.3165251	0.3321429	0.4747072	0.4664206	0.3856027	0.7949766	0.0624980	0.2555507	0.0353927	0.2569451	0.8348295	0.6224174	0.5050941	0.7409982	0.4018795	0.7217458	0.1573251	0.5992285	0.3987011	0.4186184	0.5713870	0.0193897	0.5551495	0.6468560	0.4487058	0.3550821	0.5472478	0.7186588	0.3537448	0.2906186	0.7355254	0.1347949	0.1353722	0.2333553	0.3616357	0.1684739	0.6572059	0.2288616	0.0526937	0.4892593	0.2910977	0.0664844	0.0127164	0.6806960	0.5881966	0.1121114	0.0033893	0.2374340	0.0876607	0.4805840	0.2839051	0.0126046	0.2515397	0.6060397	0.2217493	0.1702558	0.5136807	0.2751727	0.0212353	0.3171969	0.0166228	0.0319297	0.5982408	0.4324600	0.4246836	0.4576517	0.0550451	0.4900373	0.1674823	0.2468847	0.5684253	0.2470932
